datetime,close,high,low,open,volume
2023-06-16 18:00:00+00:00,5.351558208465576,5.377121448516846,5.3084588050842285,5.3084588050842285,0
2023-06-16 19:00:00+00:00,5.360471725463867,5.360471725463867,5.325786590576172,5.351351737976074,0
2023-06-16 20:00:00+00:00,5.352304935455322,5.365680694580078,5.338424205780029,5.360583782196045,0
2023-06-16 21:00:00+00:00,5.326093673706055,5.35231876373291,5.320732116699219,5.35231876373291,0
2023-06-16 22:00:00+00:00,5.322450160980225,5.33507776260376,5.322165489196777,5.326076507568359,0
2023-06-16 23:00:00+00:00,5.319486618041992,5.325567722320557,5.317580699920654,5.322479724884033,0
2023-06-17 00:00:00+00:00,5.297861576080322,5.321057319641113,5.297577381134033,5.319244384765625,0
2023-06-17 01:00:00+00:00,5.28209924697876,5.298135757446289,5.281862258911133,5.2978620529174805,0
2023-06-17 02:00:00+00:00,5.28141450881958,5.282881259918213,5.273825645446777,5.281027793884277,950640
2023-06-17 03:00:00+00:00,5.2749786376953125,5.292912483215332,5.27495002746582,5.28165340423584,78488
2023-06-17 04:00:00+00:00,5.261444568634033,5.274693489074707,5.246589183807373,5.274693489074707,3278040
2023-06-17 05:00:00+00:00,5.364895820617676,5.364895820617676,5.259929656982422,5.261814117431641,9592088
2023-06-17 06:00:00+00:00,5.3615851402282715,5.381582736968994,5.353416919708252,5.364585876464844,3286240
2023-06-17 07:00:00+00:00,5.345983505249023,5.361514091491699,5.342417240142822,5.361514091491699,0
2023-06-17 08:00:00+00:00,5.34876012802124,5.3499298095703125,5.33949089050293,5.346014499664307,0
2023-06-17 09:00:00+00:00,5.372248649597168,5.377231597900391,5.348896503448486,5.348896503448486,2608352
2023-06-17 10:00:00+00:00,5.368050575256348,5.372997760772705,5.365573406219482,5.372314929962158,0
2023-06-17 11:00:00+00:00,5.355339050292969,5.373376846313477,5.351134777069092,5.368319988250732,0
2023-06-17 12:00:00+00:00,5.349225044250488,5.357248306274414,5.3468780517578125,5.355203628540039,0
2023-06-17 13:00:00+00:00,5.350312232971191,5.362071990966797,5.349517345428467,5.349517345428467,0
2023-06-17 14:00:00+00:00,5.328867435455322,5.34966516494751,5.321440696716309,5.34966516494751,0
2023-06-17 15:00:00+00:00,5.3176727294921875,5.334606170654297,5.3171820640563965,5.328879356384277,0
2023-06-17 16:00:00+00:00,5.3190507888793945,5.32161808013916,5.306035041809082,5.317293643951416,0
2023-06-17 17:00:00+00:00,5.297969818115234,5.32451057434082,5.297933101654053,5.318953990936279,0
2023-06-17 18:00:00+00:00,5.306052207946777,5.3094048500061035,5.2963080406188965,5.298013210296631,0
2023-06-17 19:00:00+00:00,5.287680625915527,5.3057050704956055,5.287403583526611,5.305604934692383,0
2023-06-17 20:00:00+00:00,5.288317680358887,5.288741111755371,5.270238399505615,5.287421703338623,0
2023-06-17 21:00:00+00:00,5.284050464630127,5.289458274841309,5.2780842781066895,5.288400173187256,0
2023-06-17 22:00:00+00:00,5.290438652038574,5.296223163604736,5.282601833343506,5.283874988555908,0
