datetime,close,high,low,open,volume
2023-06-16 18:00:00+00:00,4.425190448760986,4.453419208526611,4.419232368469238,4.4226298332214355,0
2023-06-16 19:00:00+00:00,4.415970325469971,4.42535400390625,4.405235290527344,4.42535400390625,0
2023-06-16 20:00:00+00:00,4.415319442749023,4.4213714599609375,4.411994457244873,4.415531158447266,0
2023-06-16 21:00:00+00:00,4.397866249084473,4.417128562927246,4.38725471496582,4.415463447570801,0
2023-06-16 22:00:00+00:00,4.411646842956543,4.4123711585998535,4.397050380706787,4.397050380706787,0
2023-06-16 23:00:00+00:00,4.4174041748046875,4.417546272277832,4.41168737411499,4.41168737411499,0
2023-06-17 00:00:00+00:00,4.409451484680176,4.418322563171387,4.402026653289795,4.416987419128418,0
2023-06-17 01:00:00+00:00,4.4050068855285645,4.4148430824279785,4.4032206535339355,4.409591197967529,0
2023-06-17 02:00:00+00:00,4.422288417816162,4.423126697540283,4.400117874145508,4.40382719039917,128440
2023-06-17 03:00:00+00:00,4.421016216278076,4.430981636047363,4.419771671295166,4.422332286834717,0
2023-06-17 04:00:00+00:00,4.4406843185424805,4.4407958984375,4.416668891906738,4.421061992645264,0
2023-06-17 05:00:00+00:00,4.509006500244141,4.509006500244141,4.4315361976623535,4.440791606903076,6572464
2023-06-17 06:00:00+00:00,4.515201091766357,4.530992031097412,4.505037307739258,4.509247303009033,1961288
2023-06-17 07:00:00+00:00,4.502634048461914,4.515378952026367,4.500715732574463,4.515378952026367,197736
2023-06-17 08:00:00+00:00,4.512374401092529,4.512374401092529,4.500391006469727,4.502511978149414,1023992
2023-06-17 09:00:00+00:00,4.523025035858154,4.52587366104126,4.512386322021484,4.512870788574219,0
2023-06-17 10:00:00+00:00,4.520033359527588,4.529561996459961,4.518506050109863,4.523012638092041,0
2023-06-17 11:00:00+00:00,4.536151885986328,4.536151885986328,4.515120506286621,4.5201873779296875,0
2023-06-17 12:00:00+00:00,4.540560722351074,4.552287578582764,4.533390045166016,4.535953998565674,0
2023-06-17 13:00:00+00:00,4.537624835968018,4.543045997619629,4.537624835968018,4.540548324584961,0
2023-06-17 14:00:00+00:00,4.522127151489258,4.541267395019531,4.52042818069458,4.538263320922852,0
2023-06-17 15:00:00+00:00,4.54862642288208,4.54862642288208,4.511443614959717,4.522170543670654,0
2023-06-17 16:00:00+00:00,4.552949905395508,4.559695243835449,4.543507099151611,4.5482025146484375,0
2023-06-17 17:00:00+00:00,4.536910533905029,4.557273864746094,4.536910533905029,4.552846431732178,0
2023-06-17 18:00:00+00:00,4.5354905128479,4.543654918670654,4.5354905128479,4.536841869354248,0
2023-06-17 19:00:00+00:00,4.510270118713379,4.534965515136719,4.509927272796631,4.534965515136719,0
2023-06-17 20:00:00+00:00,4.5229973793029785,4.5229973793029785,4.510578632354736,4.510578632354736,0
2023-06-17 21:00:00+00:00,4.515494346618652,4.5264739990234375,4.5148797035217285,4.5232768058776855,0
2023-06-17 22:00:00+00:00,4.5443854331970215,4.5443854331970215,4.5156097412109375,4.5156097412109375,667792
2023-06-17 23:00:00+00:00,4.5259480476379395,4.545020580291748,4.523128986358643,4.544627666473389,475568
2023-06-18 00:00:00+00:00,4.499750137329102,4.527209758758545,4.489462375640869,4.525902271270752,1163872
2023-06-18 01:00:00+00:00,4.511599540710449,4.511875629425049,4.498583793640137,4.499732494354248,0
2023-06-18 02:00:00+00:00,4.519720077514648,4.520632743835449,4.511902332305908,4.511902332305908,0
2023-06-18 03:00:00+00:00,4.529377460479736,4.5300612449646,4.518702983856201,4.519951820373535,0
2023-06-18 04:00:00+00:00,4.529113292694092,4.532858848571777,4.526503086090088,4.529536247253418,0
2023-06-18 05:00:00+00:00,4.532177925109863,4.545961856842041,4.529203414916992,4.529203414916992,0
2023-06-18 06:00:00+00:00,4.530947685241699,4.537125587463379,4.518441200256348,4.532348155975342,0
2023-06-18 07:00:00+00:00,4.534487724304199,4.549968719482422,4.530362606048584,4.530362606048584,0
2023-06-18 08:00:00+00:00,4.573252201080322,4.5734477043151855,4.534293174743652,4.53434419631958,0
2023-06-18 09:00:00+00:00,4.619322299957275,4.6282525062561035,4.57249116897583,4.573337554931641,4140312
2023-06-18 10:00:00+00:00,4.645981311798096,4.661500930786133,4.619775295257568,4.619775295257568,3339408
2023-06-18 11:00:00+00:00,4.616586208343506,4.64582633972168,4.6138834953308105,4.64582633972168,0
2023-06-18 12:00:00+00:00,4.603390693664551,4.616445541381836,4.594571590423584,4.616445541381836,0
2023-06-18 13:00:00+00:00,4.589968204498291,4.60656213760376,4.589968204498291,4.605220794677734,259456
2023-06-18 14:00:00+00:00,4.615982532501221,4.615982532501221,4.588822364807129,4.590242862701416,0
2023-06-18 15:00:00+00:00,4.594472885131836,4.616952896118164,4.594013690948486,4.616952896118164,0
2023-06-18 16:00:00+00:00,4.596654415130615,4.597145080566406,4.587292194366455,4.594540596008301,0
2023-06-18 17:00:00+00:00,4.592529296875,4.603442192077637,4.585330963134766,4.597071647644043,140584
2023-06-18 18:00:00+00:00,4.583319664001465,4.591975212097168,4.578185081481934,4.591975212097168,0
2023-06-18 19:00:00+00:00,4.603643417358398,4.603643417358398,4.583352565765381,4.583352565765381,95704
2023-06-18 20:00:00+00:00,4.556522369384766,4.604559898376465,4.535923004150391,4.60421085357666,5266016
2023-06-18 21:00:00+00:00,4.562127113342285,4.5636796951293945,4.544398307800293,4.557084083557129,1474560
2023-06-18 22:00:00+00:00,4.534882545471191,4.570799827575684,4.534882545471191,4.562014579772949,1132776
2023-06-18 23:00:00+00:00,4.530501842498779,4.538933277130127,4.52626895904541,4.534914970397949,1852936
2023-06-19 00:00:00+00:00,4.525641441345215,4.541531562805176,4.524258136749268,4.53114652633667,0
2023-06-19 01:00:00+00:00,4.557567596435547,4.559817790985107,4.5256667137146,4.5256667137146,341096
2023-06-19 02:00:00+00:00,4.57282018661499,4.57282018661499,4.556879997253418,4.557459831237793,1164680
2023-06-19 03:00:00+00:00,4.570200443267822,4.581550121307373,4.570200443267822,4.57283878326416,944376
2023-06-19 04:00:00+00:00,4.574122905731201,4.578042507171631,4.55905294418335,4.570084095001221,749728
2023-06-19 05:00:00+00:00,4.573290824890137,4.577150344848633,4.56473445892334,4.574275970458984,0
2023-06-19 06:00:00+00:00,4.54992151260376,4.57307243347168,4.548258304595947,4.57307243347168,175464
2023-06-19 07:00:00+00:00,4.537094593048096,4.553075790405273,4.537014484405518,4.549978733062744,433960
2023-06-19 08:00:00+00:00,4.5373663902282715,4.548216342926025,4.534544467926025,4.5370941162109375,42264
2023-06-19 09:00:00+00:00,4.53240966796875,4.5409979820251465,4.531914234161377,4.537413120269775,0
2023-06-19 10:00:00+00:00,4.519384384155273,4.534636497497559,4.519384384155273,4.532251834869385,0
2023-06-19 11:00:00+00:00,4.52046012878418,4.524048805236816,4.517209529876709,4.519468784332275,0
2023-06-19 12:00:00+00:00,4.534352779388428,4.534399509429932,4.519948959350586,4.52047872543335,0
2023-06-19 13:00:00+00:00,4.5353617668151855,4.541581153869629,4.534347057342529,4.534347057342529,194240
2023-06-19 14:00:00+00:00,4.4862060546875,4.535284042358398,4.47907018661499,4.5349040031433105,3106280
